"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=13, tm_hour=13, tm_min=0, tm_sec=0, tm_wday=2, tm_yday=103, tm_isdst=0)",2
"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=13, tm_hour=13, tm_min=18, tm_sec=25, tm_wday=2, tm_yday=103, tm_isdst=0)",2
"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=13, tm_hour=13, tm_min=28, tm_sec=21, tm_wday=2, tm_yday=103, tm_isdst=0)",10
"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=13, tm_hour=13, tm_min=30, tm_sec=48, tm_wday=2, tm_yday=103, tm_isdst=0)",2
"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=13, tm_hour=13, tm_min=36, tm_sec=0, tm_wday=2, tm_yday=103, tm_isdst=0)",10
"time.struct_time(tm_year=2022, tm_mon=4, tm_mday=13, tm_hour=13, tm_min=39, tm_sec=30, tm_wday=2, tm_yday=103, tm_isdst=0)",4
